Datekey,Date,Day_Of_Month,Day_Name,Day_Of_Week,Month,Month_Name,Wk_StartDate,Wk_EndDate,Week_Of_Month,Year,Month_Year,IsWeekday,IsHoliday,DateStyle1,DateStyle2,DateStyle3,DateStyle4
43185,26/03/2018,26,Monday,2,3,March,25/03/2018,31/03/2018,March Week 5,2018,Mar-2018,Weekday,,26 March 2018,"Monday, March 26, 2018",26 Mar 2018,26 Mar 
43186,27/03/2018,27,Tuesday,3,3,March,25/03/2018,31/03/2018,March Week 5,2018,Mar-2018,Weekday,,27 March 2018,"Tuesday, March 27, 2018",27 Mar 2018,27 Mar 
43187,28/03/2018,28,Wednesday,4,3,March,25/03/2018,31/03/2018,March Week 5,2018,Mar-2018,Weekday,,28 March 2018,"Wednesday, March 28, 2018",28 Mar 2018,28 Mar 
43188,29/03/2018,29,Thursday,5,3,March,25/03/2018,31/03/2018,March Week 5,2018,Mar-2018,Weekday,,29 March 2018,"Thursday, March 29, 2018",29 Mar 2018,29 Mar 
43189,30/03/2018,30,Friday,6,3,March,25/03/2018,31/03/2018,March Week 5,2018,Mar-2018,Weekday,,30 March 2018,"Friday, March 30, 2018",30 Mar 2018,30 Mar 
43190,31/03/2018,31,Saturday,7,3,March,25/03/2018,31/03/2018,March Week 5,2018,Mar-2018,Weekend,,31 March 2018,"Saturday, March 31, 2018",31 Mar 2018,31 Mar 
43191,01/04/2018,1,Sunday,1,4,April,01/04/2018,07/04/2018,April Week 1,2018,Apr-2018,Weekend,,1 April 2018,"Sunday, April 1, 2018",1 Apr 2018,1 Apr 
43192,02/04/2018,2,Monday,2,4,April,01/04/2018,07/04/2018,April Week 1,2018,Apr-2018,Weekday,,2 April 2018,"Monday, April 2, 2018",2 Apr 2018,2 Apr 
43193,03/04/2018,3,Tuesday,3,4,April,01/04/2018,07/04/2018,April Week 1,2018,Apr-2018,Weekday,,3 April 2018,"Tuesday, April 3, 2018",3 Apr 2018,3 Apr 
43194,04/04/2018,4,Wednesday,4,4,April,01/04/2018,07/04/2018,April Week 1,2018,Apr-2018,Weekday,,4 April 2018,"Wednesday, April 4, 2018",4 Apr 2018,4 Apr 
43195,05/04/2018,5,Thursday,5,4,April,01/04/2018,07/04/2018,April Week 1,2018,Apr-2018,Weekday,,5 April 2018,"Thursday, April 5, 2018",5 Apr 2018,5 Apr 
43196,06/04/2018,6,Friday,6,4,April,01/04/2018,07/04/2018,April Week 1,2018,Apr-2018,Weekday,,6 April 2018,"Friday, April 6, 2018",6 Apr 2018,6 Apr 
43197,07/04/2018,7,Saturday,7,4,April,01/04/2018,07/04/2018,April Week 1,2018,Apr-2018,Weekend,,7 April 2018,"Saturday, April 7, 2018",7 Apr 2018,7 Apr 
43198,08/04/2018,8,Sunday,1,4,April,08/04/2018,14/04/2018,April Week 2,2018,Apr-2018,Weekend,,8 April 2018,"Sunday, April 8, 2018",8 Apr 2018,8 Apr 
43199,09/04/2018,9,Monday,2,4,April,08/04/2018,14/04/2018,April Week 2,2018,Apr-2018,Weekday,,9 April 2018,"Monday, April 9, 2018",9 Apr 2018,9 Apr 
43200,10/04/2018,10,Tuesday,3,4,April,08/04/2018,14/04/2018,April Week 2,2018,Apr-2018,Weekday,,10 April 2018,"Tuesday, April 10, 2018",10 Apr 2018,10 Apr 
43201,11/04/2018,11,Wednesday,4,4,April,08/04/2018,14/04/2018,April Week 2,2018,Apr-2018,Weekday,,11 April 2018,"Wednesday, April 11, 2018",11 Apr 2018,11 Apr 
43202,12/04/2018,12,Thursday,5,4,April,08/04/2018,14/04/2018,April Week 2,2018,Apr-2018,Weekday,,12 April 2018,"Thursday, April 12, 2018",12 Apr 2018,12 Apr 
43203,13/04/2018,13,Friday,6,4,April,08/04/2018,14/04/2018,April Week 2,2018,Apr-2018,Weekday,,13 April 2018,"Friday, April 13, 2018",13 Apr 2018,13 Apr 
43204,14/04/2018,14,Saturday,7,4,April,08/04/2018,14/04/2018,April Week 2,2018,Apr-2018,Weekend,,14 April 2018,"Saturday, April 14, 2018",14 Apr 2018,14 Apr 
43205,15/04/2018,15,Sunday,1,4,April,15/04/2018,21/04/2018,April Week 3,2018,Apr-2018,Weekend,,15 April 2018,"Sunday, April 15, 2018",15 Apr 2018,15 Apr 
43206,16/04/2018,16,Monday,2,4,April,15/04/2018,21/04/2018,April Week 3,2018,Apr-2018,Weekday,,16 April 2018,"Monday, April 16, 2018",16 Apr 2018,16 Apr 
43207,17/04/2018,17,Tuesday,3,4,April,15/04/2018,21/04/2018,April Week 3,2018,Apr-2018,Weekday,,17 April 2018,"Tuesday, April 17, 2018",17 Apr 2018,17 Apr 
43208,18/04/2018,18,Wednesday,4,4,April,15/04/2018,21/04/2018,April Week 3,2018,Apr-2018,Weekday,,18 April 2018,"Wednesday, April 18, 2018",18 Apr 2018,18 Apr 
43209,19/04/2018,19,Thursday,5,4,April,15/04/2018,21/04/2018,April Week 3,2018,Apr-2018,Weekday,,19 April 2018,"Thursday, April 19, 2018",19 Apr 2018,19 Apr 
43210,20/04/2018,20,Friday,6,4,April,15/04/2018,21/04/2018,April Week 3,2018,Apr-2018,Weekday,,20 April 2018,"Friday, April 20, 2018",20 Apr 2018,20 Apr 
43211,21/04/2018,21,Saturday,7,4,April,15/04/2018,21/04/2018,April Week 3,2018,Apr-2018,Weekend,,21 April 2018,"Saturday, April 21, 2018",21 Apr 2018,21 Apr 
43212,22/04/2018,22,Sunday,1,4,April,22/04/2018,28/04/2018,April Week 4,2018,Apr-2018,Weekend,,22 April 2018,"Sunday, April 22, 2018",22 Apr 2018,22 Apr 
43213,23/04/2018,23,Monday,2,4,April,22/04/2018,28/04/2018,April Week 4,2018,Apr-2018,Weekday,,23 April 2018,"Monday, April 23, 2018",23 Apr 2018,23 Apr 
43214,24/04/2018,24,Tuesday,3,4,April,22/04/2018,28/04/2018,April Week 4,2018,Apr-2018,Weekday,,24 April 2018,"Tuesday, April 24, 2018",24 Apr 2018,24 Apr 
43215,25/04/2018,25,Wednesday,4,4,April,22/04/2018,28/04/2018,April Week 4,2018,Apr-2018,Weekday,,25 April 2018,"Wednesday, April 25, 2018",25 Apr 2018,25 Apr 
43216,26/04/2018,26,Thursday,5,4,April,22/04/2018,28/04/2018,April Week 4,2018,Apr-2018,Weekday,,26 April 2018,"Thursday, April 26, 2018",26 Apr 2018,26 Apr 
43217,27/04/2018,27,Friday,6,4,April,22/04/2018,28/04/2018,April Week 4,2018,Apr-2018,Weekday,,27 April 2018,"Friday, April 27, 2018",27 Apr 2018,27 Apr 
43218,28/04/2018,28,Saturday,7,4,April,22/04/2018,28/04/2018,April Week 4,2018,Apr-2018,Weekend,,28 April 2018,"Saturday, April 28, 2018",28 Apr 2018,28 Apr 
43219,29/04/2018,29,Sunday,1,4,April,29/04/2018,05/05/2018,April Week 5,2018,Apr-2018,Weekend,,29 April 2018,"Sunday, April 29, 2018",29 Apr 2018,29 Apr 
43220,30/04/2018,30,Monday,2,4,April,29/04/2018,05/05/2018,April Week 5,2018,Apr-2018,Weekday,,30 April 2018,"Monday, April 30, 2018",30 Apr 2018,30 Apr 
43221,01/05/2018,1,Tuesday,3,5,May,29/04/2018,05/05/2018,May Week 1,2018,May-2018,Weekday,,1 May 2018,"Tuesday, May 1, 2018",1 May 2018,1 May 
43222,02/05/2018,2,Wednesday,4,5,May,29/04/2018,05/05/2018,May Week 1,2018,May-2018,Weekday,,2 May 2018,"Wednesday, May 2, 2018",2 May 2018,2 May 
43223,03/05/2018,3,Thursday,5,5,May,29/04/2018,05/05/2018,May Week 1,2018,May-2018,Weekday,,3 May 2018,"Thursday, May 3, 2018",3 May 2018,3 May 
43224,04/05/2018,4,Friday,6,5,May,29/04/2018,05/05/2018,May Week 1,2018,May-2018,Weekday,,4 May 2018,"Friday, May 4, 2018",4 May 2018,4 May 
43225,05/05/2018,5,Saturday,7,5,May,29/04/2018,05/05/2018,May Week 1,2018,May-2018,Weekend,,5 May 2018,"Saturday, May 5, 2018",5 May 2018,5 May 
43226,06/05/2018,6,Sunday,1,5,May,06/05/2018,12/05/2018,May Week 2,2018,May-2018,Weekend,,6 May 2018,"Sunday, May 6, 2018",6 May 2018,6 May 
43227,07/05/2018,7,Monday,2,5,May,06/05/2018,12/05/2018,May Week 2,2018,May-2018,Weekday,,7 May 2018,"Monday, May 7, 2018",7 May 2018,7 May 
43228,08/05/2018,8,Tuesday,3,5,May,06/05/2018,12/05/2018,May Week 2,2018,May-2018,Weekday,,8 May 2018,"Tuesday, May 8, 2018",8 May 2018,8 May 
43229,09/05/2018,9,Wednesday,4,5,May,06/05/2018,12/05/2018,May Week 2,2018,May-2018,Weekday,,9 May 2018,"Wednesday, May 9, 2018",9 May 2018,9 May 
43230,10/05/2018,10,Thursday,5,5,May,06/05/2018,12/05/2018,May Week 2,2018,May-2018,Weekday,,10 May 2018,"Thursday, May 10, 2018",10 May 2018,10 May 
43231,11/05/2018,11,Friday,6,5,May,06/05/2018,12/05/2018,May Week 2,2018,May-2018,Weekday,,11 May 2018,"Friday, May 11, 2018",11 May 2018,11 May 
43232,12/05/2018,12,Saturday,7,5,May,06/05/2018,12/05/2018,May Week 2,2018,May-2018,Weekend,,12 May 2018,"Saturday, May 12, 2018",12 May 2018,12 May 
43233,13/05/2018,13,Sunday,1,5,May,13/05/2018,19/05/2018,May Week 3,2018,May-2018,Weekend,,13 May 2018,"Sunday, May 13, 2018",13 May 2018,13 May 
43234,14/05/2018,14,Monday,2,5,May,13/05/2018,19/05/2018,May Week 3,2018,May-2018,Weekday,,14 May 2018,"Monday, May 14, 2018",14 May 2018,14 May 
43235,15/05/2018,15,Tuesday,3,5,May,13/05/2018,19/05/2018,May Week 3,2018,May-2018,Weekday,,15 May 2018,"Tuesday, May 15, 2018",15 May 2018,15 May 
43236,16/05/2018,16,Wednesday,4,5,May,13/05/2018,19/05/2018,May Week 3,2018,May-2018,Weekday,,16 May 2018,"Wednesday, May 16, 2018",16 May 2018,16 May 
43237,17/05/2018,17,Thursday,5,5,May,13/05/2018,19/05/2018,May Week 3,2018,May-2018,Weekday,,17 May 2018,"Thursday, May 17, 2018",17 May 2018,17 May 
43238,18/05/2018,18,Friday,6,5,May,13/05/2018,19/05/2018,May Week 3,2018,May-2018,Weekday,,18 May 2018,"Friday, May 18, 2018",18 May 2018,18 May 
43239,19/05/2018,19,Saturday,7,5,May,13/05/2018,19/05/2018,May Week 3,2018,May-2018,Weekend,,19 May 2018,"Saturday, May 19, 2018",19 May 2018,19 May 
43240,20/05/2018,20,Sunday,1,5,May,20/05/2018,26/05/2018,May Week 4,2018,May-2018,Weekend,,20 May 2018,"Sunday, May 20, 2018",20 May 2018,20 May 
43241,21/05/2018,21,Monday,2,5,May,20/05/2018,26/05/2018,May Week 4,2018,May-2018,Weekday,,21 May 2018,"Monday, May 21, 2018",21 May 2018,21 May 
43242,22/05/2018,22,Tuesday,3,5,May,20/05/2018,26/05/2018,May Week 4,2018,May-2018,Weekday,,22 May 2018,"Tuesday, May 22, 2018",22 May 2018,22 May 
43243,23/05/2018,23,Wednesday,4,5,May,20/05/2018,26/05/2018,May Week 4,2018,May-2018,Weekday,,23 May 2018,"Wednesday, May 23, 2018",23 May 2018,23 May 
43244,24/05/2018,24,Thursday,5,5,May,20/05/2018,26/05/2018,May Week 4,2018,May-2018,Weekday,,24 May 2018,"Thursday, May 24, 2018",24 May 2018,24 May 
43245,25/05/2018,25,Friday,6,5,May,20/05/2018,26/05/2018,May Week 4,2018,May-2018,Weekday,,25 May 2018,"Friday, May 25, 2018",25 May 2018,25 May 
43246,26/05/2018,26,Saturday,7,5,May,20/05/2018,26/05/2018,May Week 4,2018,May-2018,Weekend,,26 May 2018,"Saturday, May 26, 2018",26 May 2018,26 May 
43247,27/05/2018,27,Sunday,1,5,May,27/05/2018,02/06/2018,May Week 5,2018,May-2018,Weekend,,27 May 2018,"Sunday, May 27, 2018",27 May 2018,27 May 
43248,28/05/2018,28,Monday,2,5,May,27/05/2018,02/06/2018,May Week 5,2018,May-2018,Weekday,,28 May 2018,"Monday, May 28, 2018",28 May 2018,28 May 
43249,29/05/2018,29,Tuesday,3,5,May,27/05/2018,02/06/2018,May Week 5,2018,May-2018,Weekday,,29 May 2018,"Tuesday, May 29, 2018",29 May 2018,29 May 
43250,30/05/2018,30,Wednesday,4,5,May,27/05/2018,02/06/2018,May Week 5,2018,May-2018,Weekday,,30 May 2018,"Wednesday, May 30, 2018",30 May 2018,30 May 
43251,31/05/2018,31,Thursday,5,5,May,27/05/2018,02/06/2018,May Week 5,2018,May-2018,Weekday,,31 May 2018,"Thursday, May 31, 2018",31 May 2018,31 May 
43252,01/06/2018,1,Friday,6,6,June,27/05/2018,02/06/2018,June Week 1,2018,Jun-2018,Weekday,,1 June 2018,"Friday, June 1, 2018",1 Jun 2018,1 Jun 
43253,02/06/2018,2,Saturday,7,6,June,27/05/2018,02/06/2018,June Week 1,2018,Jun-2018,Weekend,,2 June 2018,"Saturday, June 2, 2018",2 Jun 2018,2 Jun 
43254,03/06/2018,3,Sunday,1,6,June,03/06/2018,09/06/2018,June Week 2,2018,Jun-2018,Weekend,,3 June 2018,"Sunday, June 3, 2018",3 Jun 2018,3 Jun 
43255,04/06/2018,4,Monday,2,6,June,03/06/2018,09/06/2018,June Week 2,2018,Jun-2018,Weekday,,4 June 2018,"Monday, June 4, 2018",4 Jun 2018,4 Jun 
43256,05/06/2018,5,Tuesday,3,6,June,03/06/2018,09/06/2018,June Week 2,2018,Jun-2018,Weekday,,5 June 2018,"Tuesday, June 5, 2018",5 Jun 2018,5 Jun 
43257,06/06/2018,6,Wednesday,4,6,June,03/06/2018,09/06/2018,June Week 2,2018,Jun-2018,Weekday,,6 June 2018,"Wednesday, June 6, 2018",6 Jun 2018,6 Jun 
43258,07/06/2018,7,Thursday,5,6,June,03/06/2018,09/06/2018,June Week 2,2018,Jun-2018,Weekday,,7 June 2018,"Thursday, June 7, 2018",7 Jun 2018,7 Jun 
43259,08/06/2018,8,Friday,6,6,June,03/06/2018,09/06/2018,June Week 2,2018,Jun-2018,Weekday,,8 June 2018,"Friday, June 8, 2018",8 Jun 2018,8 Jun 
43260,09/06/2018,9,Saturday,7,6,June,03/06/2018,09/06/2018,June Week 2,2018,Jun-2018,Weekend,,9 June 2018,"Saturday, June 9, 2018",9 Jun 2018,9 Jun 
43261,10/06/2018,10,Sunday,1,6,June,10/06/2018,16/06/2018,June Week 3,2018,Jun-2018,Weekend,,10 June 2018,"Sunday, June 10, 2018",10 Jun 2018,10 Jun 
43262,11/06/2018,11,Monday,2,6,June,10/06/2018,16/06/2018,June Week 3,2018,Jun-2018,Weekday,,11 June 2018,"Monday, June 11, 2018",11 Jun 2018,11 Jun 
43263,12/06/2018,12,Tuesday,3,6,June,10/06/2018,16/06/2018,June Week 3,2018,Jun-2018,Weekday,,12 June 2018,"Tuesday, June 12, 2018",12 Jun 2018,12 Jun 
43264,13/06/2018,13,Wednesday,4,6,June,10/06/2018,16/06/2018,June Week 3,2018,Jun-2018,Weekday,,13 June 2018,"Wednesday, June 13, 2018",13 Jun 2018,13 Jun 
43265,14/06/2018,14,Thursday,5,6,June,10/06/2018,16/06/2018,June Week 3,2018,Jun-2018,Weekday,,14 June 2018,"Thursday, June 14, 2018",14 Jun 2018,14 Jun 
43266,15/06/2018,15,Friday,6,6,June,10/06/2018,16/06/2018,June Week 3,2018,Jun-2018,Weekday,,15 June 2018,"Friday, June 15, 2018",15 Jun 2018,15 Jun 
43267,16/06/2018,16,Saturday,7,6,June,10/06/2018,16/06/2018,June Week 3,2018,Jun-2018,Weekend,,16 June 2018,"Saturday, June 16, 2018",16 Jun 2018,16 Jun 
43268,17/06/2018,17,Sunday,1,6,June,17/06/2018,23/06/2018,June Week 4,2018,Jun-2018,Weekend,,17 June 2018,"Sunday, June 17, 2018",17 Jun 2018,17 Jun 
43269,18/06/2018,18,Monday,2,6,June,17/06/2018,23/06/2018,June Week 4,2018,Jun-2018,Weekday,,18 June 2018,"Monday, June 18, 2018",18 Jun 2018,18 Jun 
43270,19/06/2018,19,Tuesday,3,6,June,17/06/2018,23/06/2018,June Week 4,2018,Jun-2018,Weekday,,19 June 2018,"Tuesday, June 19, 2018",19 Jun 2018,19 Jun 
43271,20/06/2018,20,Wednesday,4,6,June,17/06/2018,23/06/2018,June Week 4,2018,Jun-2018,Weekday,,20 June 2018,"Wednesday, June 20, 2018",20 Jun 2018,20 Jun 
43272,21/06/2018,21,Thursday,5,6,June,17/06/2018,23/06/2018,June Week 4,2018,Jun-2018,Weekday,,21 June 2018,"Thursday, June 21, 2018",21 Jun 2018,21 Jun 
43273,22/06/2018,22,Friday,6,6,June,17/06/2018,23/06/2018,June Week 4,2018,Jun-2018,Weekday,,22 June 2018,"Friday, June 22, 2018",22 Jun 2018,22 Jun 
43274,23/06/2018,23,Saturday,7,6,June,17/06/2018,23/06/2018,June Week 4,2018,Jun-2018,Weekend,,23 June 2018,"Saturday, June 23, 2018",23 Jun 2018,23 Jun 
43275,24/06/2018,24,Sunday,1,6,June,24/06/2018,30/06/2018,June Week 5,2018,Jun-2018,Weekend,,24 June 2018,"Sunday, June 24, 2018",24 Jun 2018,24 Jun 
43276,25/06/2018,25,Monday,2,6,June,24/06/2018,30/06/2018,June Week 5,2018,Jun-2018,Weekday,,25 June 2018,"Monday, June 25, 2018",25 Jun 2018,25 Jun 
43277,26/06/2018,26,Tuesday,3,6,June,24/06/2018,30/06/2018,June Week 5,2018,Jun-2018,Weekday,,26 June 2018,"Tuesday, June 26, 2018",26 Jun 2018,26 Jun 
43278,27/06/2018,27,Wednesday,4,6,June,24/06/2018,30/06/2018,June Week 5,2018,Jun-2018,Weekday,,27 June 2018,"Wednesday, June 27, 2018",27 Jun 2018,27 Jun 
43279,28/06/2018,28,Thursday,5,6,June,24/06/2018,30/06/2018,June Week 5,2018,Jun-2018,Weekday,,28 June 2018,"Thursday, June 28, 2018",28 Jun 2018,28 Jun 
43280,29/06/2018,29,Friday,6,6,June,24/06/2018,30/06/2018,June Week 5,2018,Jun-2018,Weekday,,29 June 2018,"Friday, June 29, 2018",29 Jun 2018,29 Jun 
43281,30/06/2018,30,Saturday,7,6,June,24/06/2018,30/06/2018,June Week 5,2018,Jun-2018,Weekend,,30 June 2018,"Saturday, June 30, 2018",30 Jun 2018,30 Jun 
43282,01/07/2018,1,Sunday,1,7,July,01/07/2018,07/07/2018,July Week 1,2018,Jul-2018,Weekend,,1 July 2018,"Sunday, July 1, 2018",1 Jul 2018,1 Jul 
43283,02/07/2018,2,Monday,2,7,July,01/07/2018,07/07/2018,July Week 1,2018,Jul-2018,Weekday,,2 July 2018,"Monday, July 2, 2018",2 Jul 2018,2 Jul 
43284,03/07/2018,3,Tuesday,3,7,July,01/07/2018,07/07/2018,July Week 1,2018,Jul-2018,Weekday,,3 July 2018,"Tuesday, July 3, 2018",3 Jul 2018,3 Jul 
43285,04/07/2018,4,Wednesday,4,7,July,01/07/2018,07/07/2018,July Week 1,2018,Jul-2018,Weekday,,4 July 2018,"Wednesday, July 4, 2018",4 Jul 2018,4 Jul 
43286,05/07/2018,5,Thursday,5,7,July,01/07/2018,07/07/2018,July Week 1,2018,Jul-2018,Weekday,,5 July 2018,"Thursday, July 5, 2018",5 Jul 2018,5 Jul 
43287,06/07/2018,6,Friday,6,7,July,01/07/2018,07/07/2018,July Week 1,2018,Jul-2018,Weekday,,6 July 2018,"Friday, July 6, 2018",6 Jul 2018,6 Jul 
43288,07/07/2018,7,Saturday,7,7,July,01/07/2018,07/07/2018,July Week 1,2018,Jul-2018,Weekend,,7 July 2018,"Saturday, July 7, 2018",7 Jul 2018,7 Jul 
43289,08/07/2018,8,Sunday,1,7,July,08/07/2018,14/07/2018,July Week 2,2018,Jul-2018,Weekend,,8 July 2018,"Sunday, July 8, 2018",8 Jul 2018,8 Jul 
43290,09/07/2018,9,Monday,2,7,July,08/07/2018,14/07/2018,July Week 2,2018,Jul-2018,Weekday,,9 July 2018,"Monday, July 9, 2018",9 Jul 2018,9 Jul 
43291,10/07/2018,10,Tuesday,3,7,July,08/07/2018,14/07/2018,July Week 2,2018,Jul-2018,Weekday,,10 July 2018,"Tuesday, July 10, 2018",10 Jul 2018,10 Jul 
43292,11/07/2018,11,Wednesday,4,7,July,08/07/2018,14/07/2018,July Week 2,2018,Jul-2018,Weekday,,11 July 2018,"Wednesday, July 11, 2018",11 Jul 2018,11 Jul 
43293,12/07/2018,12,Thursday,5,7,July,08/07/2018,14/07/2018,July Week 2,2018,Jul-2018,Weekday,,12 July 2018,"Thursday, July 12, 2018",12 Jul 2018,12 Jul 
43294,13/07/2018,13,Friday,6,7,July,08/07/2018,14/07/2018,July Week 2,2018,Jul-2018,Weekday,,13 July 2018,"Friday, July 13, 2018",13 Jul 2018,13 Jul 
43295,14/07/2018,14,Saturday,7,7,July,08/07/2018,14/07/2018,July Week 2,2018,Jul-2018,Weekend,,14 July 2018,"Saturday, July 14, 2018",14 Jul 2018,14 Jul 
43296,15/07/2018,15,Sunday,1,7,July,15/07/2018,21/07/2018,July Week 3,2018,Jul-2018,Weekend,,15 July 2018,"Sunday, July 15, 2018",15 Jul 2018,15 Jul 
43297,16/07/2018,16,Monday,2,7,July,15/07/2018,21/07/2018,July Week 3,2018,Jul-2018,Weekday,,16 July 2018,"Monday, July 16, 2018",16 Jul 2018,16 Jul 
43298,17/07/2018,17,Tuesday,3,7,July,15/07/2018,21/07/2018,July Week 3,2018,Jul-2018,Weekday,,17 July 2018,"Tuesday, July 17, 2018",17 Jul 2018,17 Jul 
43299,18/07/2018,18,Wednesday,4,7,July,15/07/2018,21/07/2018,July Week 3,2018,Jul-2018,Weekday,,18 July 2018,"Wednesday, July 18, 2018",18 Jul 2018,18 Jul 
43300,19/07/2018,19,Thursday,5,7,July,15/07/2018,21/07/2018,July Week 3,2018,Jul-2018,Weekday,,19 July 2018,"Thursday, July 19, 2018",19 Jul 2018,19 Jul 
43301,20/07/2018,20,Friday,6,7,July,15/07/2018,21/07/2018,July Week 3,2018,Jul-2018,Weekday,,20 July 2018,"Friday, July 20, 2018",20 Jul 2018,20 Jul 
43302,21/07/2018,21,Saturday,7,7,July,15/07/2018,21/07/2018,July Week 3,2018,Jul-2018,Weekend,,21 July 2018,"Saturday, July 21, 2018",21 Jul 2018,21 Jul 
43303,22/07/2018,22,Sunday,1,7,July,22/07/2018,28/07/2018,July Week 4,2018,Jul-2018,Weekend,,22 July 2018,"Sunday, July 22, 2018",22 Jul 2018,22 Jul 
43304,23/07/2018,23,Monday,2,7,July,22/07/2018,28/07/2018,July Week 4,2018,Jul-2018,Weekday,,23 July 2018,"Monday, July 23, 2018",23 Jul 2018,23 Jul 
43305,24/07/2018,24,Tuesday,3,7,July,22/07/2018,28/07/2018,July Week 4,2018,Jul-2018,Weekday,,24 July 2018,"Tuesday, July 24, 2018",24 Jul 2018,24 Jul 
43306,25/07/2018,25,Wednesday,4,7,July,22/07/2018,28/07/2018,July Week 4,2018,Jul-2018,Weekday,,25 July 2018,"Wednesday, July 25, 2018",25 Jul 2018,25 Jul 
43307,26/07/2018,26,Thursday,5,7,July,22/07/2018,28/07/2018,July Week 4,2018,Jul-2018,Weekday,,26 July 2018,"Thursday, July 26, 2018",26 Jul 2018,26 Jul 
43308,27/07/2018,27,Friday,6,7,July,22/07/2018,28/07/2018,July Week 4,2018,Jul-2018,Weekday,,27 July 2018,"Friday, July 27, 2018",27 Jul 2018,27 Jul 
43309,28/07/2018,28,Saturday,7,7,July,22/07/2018,28/07/2018,July Week 4,2018,Jul-2018,Weekend,,28 July 2018,"Saturday, July 28, 2018",28 Jul 2018,28 Jul 
43310,29/07/2018,29,Sunday,1,7,July,29/07/2018,04/08/2018,July Week 5,2018,Jul-2018,Weekend,,29 July 2018,"Sunday, July 29, 2018",29 Jul 2018,29 Jul 
43311,30/07/2018,30,Monday,2,7,July,29/07/2018,04/08/2018,July Week 5,2018,Jul-2018,Weekday,,30 July 2018,"Monday, July 30, 2018",30 Jul 2018,30 Jul 
43312,31/07/2018,31,Tuesday,3,7,July,29/07/2018,04/08/2018,July Week 5,2018,Jul-2018,Weekday,,31 July 2018,"Tuesday, July 31, 2018",31 Jul 2018,31 Jul 
43313,01/08/2018,1,Wednesday,4,8,August,29/07/2018,04/08/2018,August Week 1,2018,Aug-2018,Weekday,,1 August 2018,"Wednesday, August 1, 2018",1 Aug 2018,1 Aug 
43314,02/08/2018,2,Thursday,5,8,August,29/07/2018,04/08/2018,August Week 1,2018,Aug-2018,Weekday,,2 August 2018,"Thursday, August 2, 2018",2 Aug 2018,2 Aug 
43315,03/08/2018,3,Friday,6,8,August,29/07/2018,04/08/2018,August Week 1,2018,Aug-2018,Weekday,,3 August 2018,"Friday, August 3, 2018",3 Aug 2018,3 Aug 
43316,04/08/2018,4,Saturday,7,8,August,29/07/2018,04/08/2018,August Week 1,2018,Aug-2018,Weekend,,4 August 2018,"Saturday, August 4, 2018",4 Aug 2018,4 Aug 
43317,05/08/2018,5,Sunday,1,8,August,05/08/2018,11/08/2018,August Week 2,2018,Aug-2018,Weekend,,5 August 2018,"Sunday, August 5, 2018",5 Aug 2018,5 Aug 
43318,06/08/2018,6,Monday,2,8,August,05/08/2018,11/08/2018,August Week 2,2018,Aug-2018,Weekday,,6 August 2018,"Monday, August 6, 2018",6 Aug 2018,6 Aug 
43319,07/08/2018,7,Tuesday,3,8,August,05/08/2018,11/08/2018,August Week 2,2018,Aug-2018,Weekday,,7 August 2018,"Tuesday, August 7, 2018",7 Aug 2018,7 Aug 
43320,08/08/2018,8,Wednesday,4,8,August,05/08/2018,11/08/2018,August Week 2,2018,Aug-2018,Weekday,,8 August 2018,"Wednesday, August 8, 2018",8 Aug 2018,8 Aug 
43321,09/08/2018,9,Thursday,5,8,August,05/08/2018,11/08/2018,August Week 2,2018,Aug-2018,Weekday,,9 August 2018,"Thursday, August 9, 2018",9 Aug 2018,9 Aug 
43322,10/08/2018,10,Friday,6,8,August,05/08/2018,11/08/2018,August Week 2,2018,Aug-2018,Weekday,,10 August 2018,"Friday, August 10, 2018",10 Aug 2018,10 Aug 
43323,11/08/2018,11,Saturday,7,8,August,05/08/2018,11/08/2018,August Week 2,2018,Aug-2018,Weekend,,11 August 2018,"Saturday, August 11, 2018",11 Aug 2018,11 Aug 
43324,12/08/2018,12,Sunday,1,8,August,12/08/2018,18/08/2018,August Week 3,2018,Aug-2018,Weekend,,12 August 2018,"Sunday, August 12, 2018",12 Aug 2018,12 Aug 
43325,13/08/2018,13,Monday,2,8,August,12/08/2018,18/08/2018,August Week 3,2018,Aug-2018,Weekday,,13 August 2018,"Monday, August 13, 2018",13 Aug 2018,13 Aug 
43326,14/08/2018,14,Tuesday,3,8,August,12/08/2018,18/08/2018,August Week 3,2018,Aug-2018,Weekday,,14 August 2018,"Tuesday, August 14, 2018",14 Aug 2018,14 Aug 
43327,15/08/2018,15,Wednesday,4,8,August,12/08/2018,18/08/2018,August Week 3,2018,Aug-2018,Weekday,,15 August 2018,"Wednesday, August 15, 2018",15 Aug 2018,15 Aug 
43328,16/08/2018,16,Thursday,5,8,August,12/08/2018,18/08/2018,August Week 3,2018,Aug-2018,Weekday,,16 August 2018,"Thursday, August 16, 2018",16 Aug 2018,16 Aug 
43329,17/08/2018,17,Friday,6,8,August,12/08/2018,18/08/2018,August Week 3,2018,Aug-2018,Weekday,,17 August 2018,"Friday, August 17, 2018",17 Aug 2018,17 Aug 
43330,18/08/2018,18,Saturday,7,8,August,12/08/2018,18/08/2018,August Week 3,2018,Aug-2018,Weekend,,18 August 2018,"Saturday, August 18, 2018",18 Aug 2018,18 Aug 
