Datekey,Date,Day_Of_Month,Day_Name,Day_Of_Week,Month,Month_Name,Wk_StartDate,Wk_EndDate,Week_Of_Month,Year,Month_Year,IsWeekday,IsHoliday,DateStyle1,DateStyle2,DateStyle3,DateStyle4
42736,01/01/2017,1,Sunday,1,1,January,01/01/2017,07/01/2017,January Week 1,2017,Jan-2017,Weekend,,1 January 2017,"Sunday, January 1, 2017",1 Jan 2017,1 Jan 
42737,02/01/2017,2,Monday,2,1,January,01/01/2017,07/01/2017,January Week 1,2017,Jan-2017,Weekday,,2 January 2017,"Monday, January 2, 2017",2 Jan 2017,2 Jan 
42738,03/01/2017,3,Tuesday,3,1,January,01/01/2017,07/01/2017,January Week 1,2017,Jan-2017,Weekday,,3 January 2017,"Tuesday, January 3, 2017",3 Jan 2017,3 Jan 
42739,04/01/2017,4,Wednesday,4,1,January,01/01/2017,07/01/2017,January Week 1,2017,Jan-2017,Weekday,,4 January 2017,"Wednesday, January 4, 2017",4 Jan 2017,4 Jan 
42740,05/01/2017,5,Thursday,5,1,January,01/01/2017,07/01/2017,January Week 1,2017,Jan-2017,Weekday,,5 January 2017,"Thursday, January 5, 2017",5 Jan 2017,5 Jan 
42741,06/01/2017,6,Friday,6,1,January,01/01/2017,07/01/2017,January Week 1,2017,Jan-2017,Weekday,,6 January 2017,"Friday, January 6, 2017",6 Jan 2017,6 Jan 
42742,07/01/2017,7,Saturday,7,1,January,01/01/2017,07/01/2017,January Week 1,2017,Jan-2017,Weekend,,7 January 2017,"Saturday, January 7, 2017",7 Jan 2017,7 Jan 
42743,08/01/2017,8,Sunday,1,1,January,08/01/2017,14/01/2017,January Week 2,2017,Jan-2017,Weekend,,8 January 2017,"Sunday, January 8, 2017",8 Jan 2017,8 Jan 
42744,09/01/2017,9,Monday,2,1,January,08/01/2017,14/01/2017,January Week 2,2017,Jan-2017,Weekday,,9 January 2017,"Monday, January 9, 2017",9 Jan 2017,9 Jan 
42745,10/01/2017,10,Tuesday,3,1,January,08/01/2017,14/01/2017,January Week 2,2017,Jan-2017,Weekday,,10 January 2017,"Tuesday, January 10, 2017",10 Jan 2017,10 Jan 
42746,11/01/2017,11,Wednesday,4,1,January,08/01/2017,14/01/2017,January Week 2,2017,Jan-2017,Weekday,,11 January 2017,"Wednesday, January 11, 2017",11 Jan 2017,11 Jan 
42747,12/01/2017,12,Thursday,5,1,January,08/01/2017,14/01/2017,January Week 2,2017,Jan-2017,Weekday,,12 January 2017,"Thursday, January 12, 2017",12 Jan 2017,12 Jan 
42748,13/01/2017,13,Friday,6,1,January,08/01/2017,14/01/2017,January Week 2,2017,Jan-2017,Weekday,,13 January 2017,"Friday, January 13, 2017",13 Jan 2017,13 Jan 
42749,14/01/2017,14,Saturday,7,1,January,08/01/2017,14/01/2017,January Week 2,2017,Jan-2017,Weekend,,14 January 2017,"Saturday, January 14, 2017",14 Jan 2017,14 Jan 
42750,15/01/2017,15,Sunday,1,1,January,15/01/2017,21/01/2017,January Week 3,2017,Jan-2017,Weekend,,15 January 2017,"Sunday, January 15, 2017",15 Jan 2017,15 Jan 
42751,16/01/2017,16,Monday,2,1,January,15/01/2017,21/01/2017,January Week 3,2017,Jan-2017,Weekday,,16 January 2017,"Monday, January 16, 2017",16 Jan 2017,16 Jan 
42752,17/01/2017,17,Tuesday,3,1,January,15/01/2017,21/01/2017,January Week 3,2017,Jan-2017,Weekday,,17 January 2017,"Tuesday, January 17, 2017",17 Jan 2017,17 Jan 
42753,18/01/2017,18,Wednesday,4,1,January,15/01/2017,21/01/2017,January Week 3,2017,Jan-2017,Weekday,,18 January 2017,"Wednesday, January 18, 2017",18 Jan 2017,18 Jan 
42754,19/01/2017,19,Thursday,5,1,January,15/01/2017,21/01/2017,January Week 3,2017,Jan-2017,Weekday,,19 January 2017,"Thursday, January 19, 2017",19 Jan 2017,19 Jan 
42755,20/01/2017,20,Friday,6,1,January,15/01/2017,21/01/2017,January Week 3,2017,Jan-2017,Weekday,,20 January 2017,"Friday, January 20, 2017",20 Jan 2017,20 Jan 
42756,21/01/2017,21,Saturday,7,1,January,15/01/2017,21/01/2017,January Week 3,2017,Jan-2017,Weekend,,21 January 2017,"Saturday, January 21, 2017",21 Jan 2017,21 Jan 
42757,22/01/2017,22,Sunday,1,1,January,22/01/2017,28/01/2017,January Week 4,2017,Jan-2017,Weekend,,22 January 2017,"Sunday, January 22, 2017",22 Jan 2017,22 Jan 
42758,23/01/2017,23,Monday,2,1,January,22/01/2017,28/01/2017,January Week 4,2017,Jan-2017,Weekday,,23 January 2017,"Monday, January 23, 2017",23 Jan 2017,23 Jan 
42759,24/01/2017,24,Tuesday,3,1,January,22/01/2017,28/01/2017,January Week 4,2017,Jan-2017,Weekday,,24 January 2017,"Tuesday, January 24, 2017",24 Jan 2017,24 Jan 
42760,25/01/2017,25,Wednesday,4,1,January,22/01/2017,28/01/2017,January Week 4,2017,Jan-2017,Weekday,,25 January 2017,"Wednesday, January 25, 2017",25 Jan 2017,25 Jan 
42761,26/01/2017,26,Thursday,5,1,January,22/01/2017,28/01/2017,January Week 4,2017,Jan-2017,Weekday,,26 January 2017,"Thursday, January 26, 2017",26 Jan 2017,26 Jan 
42762,27/01/2017,27,Friday,6,1,January,22/01/2017,28/01/2017,January Week 4,2017,Jan-2017,Weekday,,27 January 2017,"Friday, January 27, 2017",27 Jan 2017,27 Jan 
42763,28/01/2017,28,Saturday,7,1,January,22/01/2017,28/01/2017,January Week 4,2017,Jan-2017,Weekend,,28 January 2017,"Saturday, January 28, 2017",28 Jan 2017,28 Jan 
42764,29/01/2017,29,Sunday,1,1,January,29/01/2017,04/02/2017,January Week 5,2017,Jan-2017,Weekend,,29 January 2017,"Sunday, January 29, 2017",29 Jan 2017,29 Jan 
42765,30/01/2017,30,Monday,2,1,January,29/01/2017,04/02/2017,January Week 5,2017,Jan-2017,Weekday,,30 January 2017,"Monday, January 30, 2017",30 Jan 2017,30 Jan 
42766,31/01/2017,31,Tuesday,3,1,January,29/01/2017,04/02/2017,January Week 5,2017,Jan-2017,Weekday,,31 January 2017,"Tuesday, January 31, 2017",31 Jan 2017,31 Jan 
42767,01/02/2017,1,Wednesday,4,2,February,29/01/2017,04/02/2017,February Week 1,2017,Feb-2017,Weekday,,1 February 2017,"Wednesday, February 1, 2017",1 Feb 2017,1 Feb 
42768,02/02/2017,2,Thursday,5,2,February,29/01/2017,04/02/2017,February Week 1,2017,Feb-2017,Weekday,,2 February 2017,"Thursday, February 2, 2017",2 Feb 2017,2 Feb 
42769,03/02/2017,3,Friday,6,2,February,29/01/2017,04/02/2017,February Week 1,2017,Feb-2017,Weekday,,3 February 2017,"Friday, February 3, 2017",3 Feb 2017,3 Feb 
42770,04/02/2017,4,Saturday,7,2,February,29/01/2017,04/02/2017,February Week 1,2017,Feb-2017,Weekend,,4 February 2017,"Saturday, February 4, 2017",4 Feb 2017,4 Feb 
42771,05/02/2017,5,Sunday,1,2,February,05/02/2017,11/02/2017,February Week 2,2017,Feb-2017,Weekend,,5 February 2017,"Sunday, February 5, 2017",5 Feb 2017,5 Feb 
42772,06/02/2017,6,Monday,2,2,February,05/02/2017,11/02/2017,February Week 2,2017,Feb-2017,Weekday,,6 February 2017,"Monday, February 6, 2017",6 Feb 2017,6 Feb 
42773,07/02/2017,7,Tuesday,3,2,February,05/02/2017,11/02/2017,February Week 2,2017,Feb-2017,Weekday,,7 February 2017,"Tuesday, February 7, 2017",7 Feb 2017,7 Feb 
42774,08/02/2017,8,Wednesday,4,2,February,05/02/2017,11/02/2017,February Week 2,2017,Feb-2017,Weekday,,8 February 2017,"Wednesday, February 8, 2017",8 Feb 2017,8 Feb 
42775,09/02/2017,9,Thursday,5,2,February,05/02/2017,11/02/2017,February Week 2,2017,Feb-2017,Weekday,,9 February 2017,"Thursday, February 9, 2017",9 Feb 2017,9 Feb 
42776,10/02/2017,10,Friday,6,2,February,05/02/2017,11/02/2017,February Week 2,2017,Feb-2017,Weekday,,10 February 2017,"Friday, February 10, 2017",10 Feb 2017,10 Feb 
42777,11/02/2017,11,Saturday,7,2,February,05/02/2017,11/02/2017,February Week 2,2017,Feb-2017,Weekend,,11 February 2017,"Saturday, February 11, 2017",11 Feb 2017,11 Feb 
42778,12/02/2017,12,Sunday,1,2,February,12/02/2017,18/02/2017,February Week 3,2017,Feb-2017,Weekend,,12 February 2017,"Sunday, February 12, 2017",12 Feb 2017,12 Feb 
42779,13/02/2017,13,Monday,2,2,February,12/02/2017,18/02/2017,February Week 3,2017,Feb-2017,Weekday,,13 February 2017,"Monday, February 13, 2017",13 Feb 2017,13 Feb 
42780,14/02/2017,14,Tuesday,3,2,February,12/02/2017,18/02/2017,February Week 3,2017,Feb-2017,Weekday,,14 February 2017,"Tuesday, February 14, 2017",14 Feb 2017,14 Feb 
42781,15/02/2017,15,Wednesday,4,2,February,12/02/2017,18/02/2017,February Week 3,2017,Feb-2017,Weekday,,15 February 2017,"Wednesday, February 15, 2017",15 Feb 2017,15 Feb 
42782,16/02/2017,16,Thursday,5,2,February,12/02/2017,18/02/2017,February Week 3,2017,Feb-2017,Weekday,,16 February 2017,"Thursday, February 16, 2017",16 Feb 2017,16 Feb 
42783,17/02/2017,17,Friday,6,2,February,12/02/2017,18/02/2017,February Week 3,2017,Feb-2017,Weekday,,17 February 2017,"Friday, February 17, 2017",17 Feb 2017,17 Feb 
42784,18/02/2017,18,Saturday,7,2,February,12/02/2017,18/02/2017,February Week 3,2017,Feb-2017,Weekend,,18 February 2017,"Saturday, February 18, 2017",18 Feb 2017,18 Feb 
42785,19/02/2017,19,Sunday,1,2,February,19/02/2017,25/02/2017,February Week 4,2017,Feb-2017,Weekend,,19 February 2017,"Sunday, February 19, 2017",19 Feb 2017,19 Feb 
42786,20/02/2017,20,Monday,2,2,February,19/02/2017,25/02/2017,February Week 4,2017,Feb-2017,Weekday,,20 February 2017,"Monday, February 20, 2017",20 Feb 2017,20 Feb 
42787,21/02/2017,21,Tuesday,3,2,February,19/02/2017,25/02/2017,February Week 4,2017,Feb-2017,Weekday,,21 February 2017,"Tuesday, February 21, 2017",21 Feb 2017,21 Feb 
42788,22/02/2017,22,Wednesday,4,2,February,19/02/2017,25/02/2017,February Week 4,2017,Feb-2017,Weekday,,22 February 2017,"Wednesday, February 22, 2017",22 Feb 2017,22 Feb 
42789,23/02/2017,23,Thursday,5,2,February,19/02/2017,25/02/2017,February Week 4,2017,Feb-2017,Weekday,,23 February 2017,"Thursday, February 23, 2017",23 Feb 2017,23 Feb 
42790,24/02/2017,24,Friday,6,2,February,19/02/2017,25/02/2017,February Week 4,2017,Feb-2017,Weekday,,24 February 2017,"Friday, February 24, 2017",24 Feb 2017,24 Feb 
42791,25/02/2017,25,Saturday,7,2,February,19/02/2017,25/02/2017,February Week 4,2017,Feb-2017,Weekend,,25 February 2017,"Saturday, February 25, 2017",25 Feb 2017,25 Feb 
42792,26/02/2017,26,Sunday,1,2,February,26/02/2017,04/03/2017,February Week 5,2017,Feb-2017,Weekend,,26 February 2017,"Sunday, February 26, 2017",26 Feb 2017,26 Feb 
42793,27/02/2017,27,Monday,2,2,February,26/02/2017,04/03/2017,February Week 5,2017,Feb-2017,Weekday,,27 February 2017,"Monday, February 27, 2017",27 Feb 2017,27 Feb 
42794,28/02/2017,28,Tuesday,3,2,February,26/02/2017,04/03/2017,February Week 5,2017,Feb-2017,Weekday,,28 February 2017,"Tuesday, February 28, 2017",28 Feb 2017,28 Feb 
42795,01/03/2017,1,Wednesday,4,3,March,26/02/2017,04/03/2017,March Week 1,2017,Mar-2017,Weekday,,1 March 2017,"Wednesday, March 1, 2017",1 Mar 2017,1 Mar 
42796,02/03/2017,2,Thursday,5,3,March,26/02/2017,04/03/2017,March Week 1,2017,Mar-2017,Weekday,,2 March 2017,"Thursday, March 2, 2017",2 Mar 2017,2 Mar 
42797,03/03/2017,3,Friday,6,3,March,26/02/2017,04/03/2017,March Week 1,2017,Mar-2017,Weekday,,3 March 2017,"Friday, March 3, 2017",3 Mar 2017,3 Mar 
42798,04/03/2017,4,Saturday,7,3,March,26/02/2017,04/03/2017,March Week 1,2017,Mar-2017,Weekend,,4 March 2017,"Saturday, March 4, 2017",4 Mar 2017,4 Mar 
42799,05/03/2017,5,Sunday,1,3,March,05/03/2017,11/03/2017,March Week 2,2017,Mar-2017,Weekend,,5 March 2017,"Sunday, March 5, 2017",5 Mar 2017,5 Mar 
42800,06/03/2017,6,Monday,2,3,March,05/03/2017,11/03/2017,March Week 2,2017,Mar-2017,Weekday,,6 March 2017,"Monday, March 6, 2017",6 Mar 2017,6 Mar 
42801,07/03/2017,7,Tuesday,3,3,March,05/03/2017,11/03/2017,March Week 2,2017,Mar-2017,Weekday,,7 March 2017,"Tuesday, March 7, 2017",7 Mar 2017,7 Mar 
42802,08/03/2017,8,Wednesday,4,3,March,05/03/2017,11/03/2017,March Week 2,2017,Mar-2017,Weekday,,8 March 2017,"Wednesday, March 8, 2017",8 Mar 2017,8 Mar 
42803,09/03/2017,9,Thursday,5,3,March,05/03/2017,11/03/2017,March Week 2,2017,Mar-2017,Weekday,,9 March 2017,"Thursday, March 9, 2017",9 Mar 2017,9 Mar 
42804,10/03/2017,10,Friday,6,3,March,05/03/2017,11/03/2017,March Week 2,2017,Mar-2017,Weekday,,10 March 2017,"Friday, March 10, 2017",10 Mar 2017,10 Mar 
42805,11/03/2017,11,Saturday,7,3,March,05/03/2017,11/03/2017,March Week 2,2017,Mar-2017,Weekend,,11 March 2017,"Saturday, March 11, 2017",11 Mar 2017,11 Mar 
42806,12/03/2017,12,Sunday,1,3,March,12/03/2017,18/03/2017,March Week 3,2017,Mar-2017,Weekend,,12 March 2017,"Sunday, March 12, 2017",12 Mar 2017,12 Mar 
42807,13/03/2017,13,Monday,2,3,March,12/03/2017,18/03/2017,March Week 3,2017,Mar-2017,Weekday,,13 March 2017,"Monday, March 13, 2017",13 Mar 2017,13 Mar 
42808,14/03/2017,14,Tuesday,3,3,March,12/03/2017,18/03/2017,March Week 3,2017,Mar-2017,Weekday,,14 March 2017,"Tuesday, March 14, 2017",14 Mar 2017,14 Mar 
42809,15/03/2017,15,Wednesday,4,3,March,12/03/2017,18/03/2017,March Week 3,2017,Mar-2017,Weekday,,15 March 2017,"Wednesday, March 15, 2017",15 Mar 2017,15 Mar 
42810,16/03/2017,16,Thursday,5,3,March,12/03/2017,18/03/2017,March Week 3,2017,Mar-2017,Weekday,,16 March 2017,"Thursday, March 16, 2017",16 Mar 2017,16 Mar 
42811,17/03/2017,17,Friday,6,3,March,12/03/2017,18/03/2017,March Week 3,2017,Mar-2017,Weekday,,17 March 2017,"Friday, March 17, 2017",17 Mar 2017,17 Mar 
42812,18/03/2017,18,Saturday,7,3,March,12/03/2017,18/03/2017,March Week 3,2017,Mar-2017,Weekend,,18 March 2017,"Saturday, March 18, 2017",18 Mar 2017,18 Mar 
42813,19/03/2017,19,Sunday,1,3,March,19/03/2017,25/03/2017,March Week 4,2017,Mar-2017,Weekend,,19 March 2017,"Sunday, March 19, 2017",19 Mar 2017,19 Mar 
42814,20/03/2017,20,Monday,2,3,March,19/03/2017,25/03/2017,March Week 4,2017,Mar-2017,Weekday,,20 March 2017,"Monday, March 20, 2017",20 Mar 2017,20 Mar 
42815,21/03/2017,21,Tuesday,3,3,March,19/03/2017,25/03/2017,March Week 4,2017,Mar-2017,Weekday,,21 March 2017,"Tuesday, March 21, 2017",21 Mar 2017,21 Mar 
42816,22/03/2017,22,Wednesday,4,3,March,19/03/2017,25/03/2017,March Week 4,2017,Mar-2017,Weekday,,22 March 2017,"Wednesday, March 22, 2017",22 Mar 2017,22 Mar 
42817,23/03/2017,23,Thursday,5,3,March,19/03/2017,25/03/2017,March Week 4,2017,Mar-2017,Weekday,,23 March 2017,"Thursday, March 23, 2017",23 Mar 2017,23 Mar 
42818,24/03/2017,24,Friday,6,3,March,19/03/2017,25/03/2017,March Week 4,2017,Mar-2017,Weekday,,24 March 2017,"Friday, March 24, 2017",24 Mar 2017,24 Mar 
42819,25/03/2017,25,Saturday,7,3,March,19/03/2017,25/03/2017,March Week 4,2017,Mar-2017,Weekend,,25 March 2017,"Saturday, March 25, 2017",25 Mar 2017,25 Mar 
42820,26/03/2017,26,Sunday,1,3,March,26/03/2017,01/04/2017,March Week 5,2017,Mar-2017,Weekend,,26 March 2017,"Sunday, March 26, 2017",26 Mar 2017,26 Mar 
42821,27/03/2017,27,Monday,2,3,March,26/03/2017,01/04/2017,March Week 5,2017,Mar-2017,Weekday,,27 March 2017,"Monday, March 27, 2017",27 Mar 2017,27 Mar 
42822,28/03/2017,28,Tuesday,3,3,March,26/03/2017,01/04/2017,March Week 5,2017,Mar-2017,Weekday,,28 March 2017,"Tuesday, March 28, 2017",28 Mar 2017,28 Mar 
42823,29/03/2017,29,Wednesday,4,3,March,26/03/2017,01/04/2017,March Week 5,2017,Mar-2017,Weekday,,29 March 2017,"Wednesday, March 29, 2017",29 Mar 2017,29 Mar 
42824,30/03/2017,30,Thursday,5,3,March,26/03/2017,01/04/2017,March Week 5,2017,Mar-2017,Weekday,,30 March 2017,"Thursday, March 30, 2017",30 Mar 2017,30 Mar 
42825,31/03/2017,31,Friday,6,3,March,26/03/2017,01/04/2017,March Week 5,2017,Mar-2017,Weekday,,31 March 2017,"Friday, March 31, 2017",31 Mar 2017,31 Mar 
42826,01/04/2017,1,Saturday,7,4,April,26/03/2017,01/04/2017,April Week 1,2017,Apr-2017,Weekend,,1 April 2017,"Saturday, April 1, 2017",1 Apr 2017,1 Apr 
42827,02/04/2017,2,Sunday,1,4,April,02/04/2017,08/04/2017,April Week 2,2017,Apr-2017,Weekend,,2 April 2017,"Sunday, April 2, 2017",2 Apr 2017,2 Apr 
42828,03/04/2017,3,Monday,2,4,April,02/04/2017,08/04/2017,April Week 2,2017,Apr-2017,Weekday,,3 April 2017,"Monday, April 3, 2017",3 Apr 2017,3 Apr 
42829,04/04/2017,4,Tuesday,3,4,April,02/04/2017,08/04/2017,April Week 2,2017,Apr-2017,Weekday,,4 April 2017,"Tuesday, April 4, 2017",4 Apr 2017,4 Apr 
42830,05/04/2017,5,Wednesday,4,4,April,02/04/2017,08/04/2017,April Week 2,2017,Apr-2017,Weekday,,5 April 2017,"Wednesday, April 5, 2017",5 Apr 2017,5 Apr 
42831,06/04/2017,6,Thursday,5,4,April,02/04/2017,08/04/2017,April Week 2,2017,Apr-2017,Weekday,,6 April 2017,"Thursday, April 6, 2017",6 Apr 2017,6 Apr 
42832,07/04/2017,7,Friday,6,4,April,02/04/2017,08/04/2017,April Week 2,2017,Apr-2017,Weekday,,7 April 2017,"Friday, April 7, 2017",7 Apr 2017,7 Apr 
42833,08/04/2017,8,Saturday,7,4,April,02/04/2017,08/04/2017,April Week 2,2017,Apr-2017,Weekend,,8 April 2017,"Saturday, April 8, 2017",8 Apr 2017,8 Apr 
42834,09/04/2017,9,Sunday,1,4,April,09/04/2017,15/04/2017,April Week 3,2017,Apr-2017,Weekend,,9 April 2017,"Sunday, April 9, 2017",9 Apr 2017,9 Apr 
42835,10/04/2017,10,Monday,2,4,April,09/04/2017,15/04/2017,April Week 3,2017,Apr-2017,Weekday,,10 April 2017,"Monday, April 10, 2017",10 Apr 2017,10 Apr 
42836,11/04/2017,11,Tuesday,3,4,April,09/04/2017,15/04/2017,April Week 3,2017,Apr-2017,Weekday,,11 April 2017,"Tuesday, April 11, 2017",11 Apr 2017,11 Apr 
42837,12/04/2017,12,Wednesday,4,4,April,09/04/2017,15/04/2017,April Week 3,2017,Apr-2017,Weekday,,12 April 2017,"Wednesday, April 12, 2017",12 Apr 2017,12 Apr 
42838,13/04/2017,13,Thursday,5,4,April,09/04/2017,15/04/2017,April Week 3,2017,Apr-2017,Weekday,,13 April 2017,"Thursday, April 13, 2017",13 Apr 2017,13 Apr 
42839,14/04/2017,14,Friday,6,4,April,09/04/2017,15/04/2017,April Week 3,2017,Apr-2017,Weekday,,14 April 2017,"Friday, April 14, 2017",14 Apr 2017,14 Apr 
42840,15/04/2017,15,Saturday,7,4,April,09/04/2017,15/04/2017,April Week 3,2017,Apr-2017,Weekend,,15 April 2017,"Saturday, April 15, 2017",15 Apr 2017,15 Apr 
42841,16/04/2017,16,Sunday,1,4,April,16/04/2017,22/04/2017,April Week 4,2017,Apr-2017,Weekend,,16 April 2017,"Sunday, April 16, 2017",16 Apr 2017,16 Apr 
42842,17/04/2017,17,Monday,2,4,April,16/04/2017,22/04/2017,April Week 4,2017,Apr-2017,Weekday,,17 April 2017,"Monday, April 17, 2017",17 Apr 2017,17 Apr 
42843,18/04/2017,18,Tuesday,3,4,April,16/04/2017,22/04/2017,April Week 4,2017,Apr-2017,Weekday,,18 April 2017,"Tuesday, April 18, 2017",18 Apr 2017,18 Apr 
42844,19/04/2017,19,Wednesday,4,4,April,16/04/2017,22/04/2017,April Week 4,2017,Apr-2017,Weekday,,19 April 2017,"Wednesday, April 19, 2017",19 Apr 2017,19 Apr 
42845,20/04/2017,20,Thursday,5,4,April,16/04/2017,22/04/2017,April Week 4,2017,Apr-2017,Weekday,,20 April 2017,"Thursday, April 20, 2017",20 Apr 2017,20 Apr 
42846,21/04/2017,21,Friday,6,4,April,16/04/2017,22/04/2017,April Week 4,2017,Apr-2017,Weekday,,21 April 2017,"Friday, April 21, 2017",21 Apr 2017,21 Apr 
42847,22/04/2017,22,Saturday,7,4,April,16/04/2017,22/04/2017,April Week 4,2017,Apr-2017,Weekend,,22 April 2017,"Saturday, April 22, 2017",22 Apr 2017,22 Apr 
42848,23/04/2017,23,Sunday,1,4,April,23/04/2017,29/04/2017,April Week 5,2017,Apr-2017,Weekend,,23 April 2017,"Sunday, April 23, 2017",23 Apr 2017,23 Apr 
42849,24/04/2017,24,Monday,2,4,April,23/04/2017,29/04/2017,April Week 5,2017,Apr-2017,Weekday,,24 April 2017,"Monday, April 24, 2017",24 Apr 2017,24 Apr 
42850,25/04/2017,25,Tuesday,3,4,April,23/04/2017,29/04/2017,April Week 5,2017,Apr-2017,Weekday,,25 April 2017,"Tuesday, April 25, 2017",25 Apr 2017,25 Apr 
42851,26/04/2017,26,Wednesday,4,4,April,23/04/2017,29/04/2017,April Week 5,2017,Apr-2017,Weekday,,26 April 2017,"Wednesday, April 26, 2017",26 Apr 2017,26 Apr 
42852,27/04/2017,27,Thursday,5,4,April,23/04/2017,29/04/2017,April Week 5,2017,Apr-2017,Weekday,,27 April 2017,"Thursday, April 27, 2017",27 Apr 2017,27 Apr 
42853,28/04/2017,28,Friday,6,4,April,23/04/2017,29/04/2017,April Week 5,2017,Apr-2017,Weekday,,28 April 2017,"Friday, April 28, 2017",28 Apr 2017,28 Apr 
42854,29/04/2017,29,Saturday,7,4,April,23/04/2017,29/04/2017,April Week 5,2017,Apr-2017,Weekend,,29 April 2017,"Saturday, April 29, 2017",29 Apr 2017,29 Apr 
42855,30/04/2017,30,Sunday,1,4,April,30/04/2017,06/05/2017,April Week 6,2017,Apr-2017,Weekend,,30 April 2017,"Sunday, April 30, 2017",30 Apr 2017,30 Apr 
42856,01/05/2017,1,Monday,2,5,May,30/04/2017,06/05/2017,May Week 1,2017,May-2017,Weekday,,1 May 2017,"Monday, May 1, 2017",1 May 2017,1 May 
42857,02/05/2017,2,Tuesday,3,5,May,30/04/2017,06/05/2017,May Week 1,2017,May-2017,Weekday,,2 May 2017,"Tuesday, May 2, 2017",2 May 2017,2 May 
42858,03/05/2017,3,Wednesday,4,5,May,30/04/2017,06/05/2017,May Week 1,2017,May-2017,Weekday,,3 May 2017,"Wednesday, May 3, 2017",3 May 2017,3 May 
42859,04/05/2017,4,Thursday,5,5,May,30/04/2017,06/05/2017,May Week 1,2017,May-2017,Weekday,,4 May 2017,"Thursday, May 4, 2017",4 May 2017,4 May 
42860,05/05/2017,5,Friday,6,5,May,30/04/2017,06/05/2017,May Week 1,2017,May-2017,Weekday,,5 May 2017,"Friday, May 5, 2017",5 May 2017,5 May 
42861,06/05/2017,6,Saturday,7,5,May,30/04/2017,06/05/2017,May Week 1,2017,May-2017,Weekend,,6 May 2017,"Saturday, May 6, 2017",6 May 2017,6 May 
42862,07/05/2017,7,Sunday,1,5,May,07/05/2017,13/05/2017,May Week 2,2017,May-2017,Weekend,,7 May 2017,"Sunday, May 7, 2017",7 May 2017,7 May 
42863,08/05/2017,8,Monday,2,5,May,07/05/2017,13/05/2017,May Week 2,2017,May-2017,Weekday,,8 May 2017,"Monday, May 8, 2017",8 May 2017,8 May 
42864,09/05/2017,9,Tuesday,3,5,May,07/05/2017,13/05/2017,May Week 2,2017,May-2017,Weekday,,9 May 2017,"Tuesday, May 9, 2017",9 May 2017,9 May 
42865,10/05/2017,10,Wednesday,4,5,May,07/05/2017,13/05/2017,May Week 2,2017,May-2017,Weekday,,10 May 2017,"Wednesday, May 10, 2017",10 May 2017,10 May 
42866,11/05/2017,11,Thursday,5,5,May,07/05/2017,13/05/2017,May Week 2,2017,May-2017,Weekday,,11 May 2017,"Thursday, May 11, 2017",11 May 2017,11 May 
42867,12/05/2017,12,Friday,6,5,May,07/05/2017,13/05/2017,May Week 2,2017,May-2017,Weekday,,12 May 2017,"Friday, May 12, 2017",12 May 2017,12 May 
42868,13/05/2017,13,Saturday,7,5,May,07/05/2017,13/05/2017,May Week 2,2017,May-2017,Weekend,,13 May 2017,"Saturday, May 13, 2017",13 May 2017,13 May 
42869,14/05/2017,14,Sunday,1,5,May,14/05/2017,20/05/2017,May Week 3,2017,May-2017,Weekend,,14 May 2017,"Sunday, May 14, 2017",14 May 2017,14 May 
42870,15/05/2017,15,Monday,2,5,May,14/05/2017,20/05/2017,May Week 3,2017,May-2017,Weekday,,15 May 2017,"Monday, May 15, 2017",15 May 2017,15 May 
42871,16/05/2017,16,Tuesday,3,5,May,14/05/2017,20/05/2017,May Week 3,2017,May-2017,Weekday,,16 May 2017,"Tuesday, May 16, 2017",16 May 2017,16 May 
42872,17/05/2017,17,Wednesday,4,5,May,14/05/2017,20/05/2017,May Week 3,2017,May-2017,Weekday,,17 May 2017,"Wednesday, May 17, 2017",17 May 2017,17 May 
42873,18/05/2017,18,Thursday,5,5,May,14/05/2017,20/05/2017,May Week 3,2017,May-2017,Weekday,,18 May 2017,"Thursday, May 18, 2017",18 May 2017,18 May 
42874,19/05/2017,19,Friday,6,5,May,14/05/2017,20/05/2017,May Week 3,2017,May-2017,Weekday,,19 May 2017,"Friday, May 19, 2017",19 May 2017,19 May 
42875,20/05/2017,20,Saturday,7,5,May,14/05/2017,20/05/2017,May Week 3,2017,May-2017,Weekend,,20 May 2017,"Saturday, May 20, 2017",20 May 2017,20 May 
42876,21/05/2017,21,Sunday,1,5,May,21/05/2017,27/05/2017,May Week 4,2017,May-2017,Weekend,,21 May 2017,"Sunday, May 21, 2017",21 May 2017,21 May 
42877,22/05/2017,22,Monday,2,5,May,21/05/2017,27/05/2017,May Week 4,2017,May-2017,Weekday,,22 May 2017,"Monday, May 22, 2017",22 May 2017,22 May 
42878,23/05/2017,23,Tuesday,3,5,May,21/05/2017,27/05/2017,May Week 4,2017,May-2017,Weekday,,23 May 2017,"Tuesday, May 23, 2017",23 May 2017,23 May 
42879,24/05/2017,24,Wednesday,4,5,May,21/05/2017,27/05/2017,May Week 4,2017,May-2017,Weekday,,24 May 2017,"Wednesday, May 24, 2017",24 May 2017,24 May 
42880,25/05/2017,25,Thursday,5,5,May,21/05/2017,27/05/2017,May Week 4,2017,May-2017,Weekday,,25 May 2017,"Thursday, May 25, 2017",25 May 2017,25 May 
42881,26/05/2017,26,Friday,6,5,May,21/05/2017,27/05/2017,May Week 4,2017,May-2017,Weekday,,26 May 2017,"Friday, May 26, 2017",26 May 2017,26 May 
